competitor_name,metal,use_category,region,business_type,price_positioning,city,state,locality,website,instagram_handle,facebook_account,rating_avg,review_count,market_presence_label,snapshot_date
Rm Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Imphal,Manipur,Wahengbam Leikai manipur,,,,4.3,17,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
S R Jewellery,Multi-Metal,General,Pan-India,Showroom,unknown,Imphal,Manipur,Mayai Lambi Road,,,,4.8,15,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Shree Manikumar Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Imphal,Manipur,Wahengbam Leikai Imphal West Thangal Bazar,,,,3.9,158,Medium,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Tanishq,Gold+Polki,General,Pan-India,Chain,premium,Imphal,Manipur,D M College Road Thangmeiband,,,,4.7,2355,High,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Aarohana.Official (Crystal),Multi-Metal,General,Pan-India,Showroom,unknown,Shillong,Meghalaya,College Laban,,,,4.8,13,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Lafsana Jewellery,Multi-Metal,General,Pan-India,Showroom,unknown,Shillong,Meghalaya,New Kenches Trace Lumshatsngi Bishnupur Ekh,,,,4.8,10,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
M P J Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Shillong,Meghalaya,Store No 3 2nd Floor Marba Hub Police Bazar,,,,3.8,53,Medium,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Manik Chand Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Shillong,Meghalaya,Jail Road Police Bazar,,,,4.6,13,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Santoshi Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Shillong,Meghalaya,4th Furlong Police Bazar,,,,4.6,27,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Sham Singh Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Shillong,Meghalaya,G S Road Bara Bazar,,,,4.1,17,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Soumya Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Shillong,Meghalaya,Keating Road Police Bazar,,,,4.4,5,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Star Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Shillong,Meghalaya,Jail Road Police Bazar,,,,4.8,5,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Swarnadeep Jewellers,Gold,General,Pan-India,Showroom,unknown,Shillong,Meghalaya,Jail Road Police Bazar,,,,4.6,12,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Trreasure Hut,Multi-Metal,General,Pan-India,Showroom,unknown,Shillong,Meghalaya,Jingkieng Nongthymmai Road,,,,4.4,9,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Caratlane,Multi-Metal,General,Pan-India,Showroom,unknown,Aizawl,Mizoram,Dawrpui V Thanga Street,,,,4.9,836,High,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
M S Goldsmith,Gold,General,Pan-India,Showroom,unknown,Aizawl,Mizoram,Zarkawt Main Street Dawrpui,,,,3.8,5,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Manisha Jewellery,Multi-Metal,General,Pan-India,Showroom,unknown,Aizawl,Mizoram,"Sibnagar, North Tripura",,,,4,2,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Mia By Tanishq,Multi-Metal,General,Pan-India,Chain,unknown,Aizawl,Mizoram,House No 80/30 Zakamolva Building Jail Veng,,,,4.6,57,Medium,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Nirmala Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Aizawl,Mizoram,Lanemain Road Dawrpui,,,,3.7,4,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Remna Gold & Jewellery (Rgj Goldsmith),Gold,General,Pan-India,Showroom,unknown,Aizawl,Mizoram,"Sangchia Biulding Bethel Bazar Venglai, Champhai",,,,4,2,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Silver Paradise,Silver,General,Pan-India,Showroom,unknown,Aizawl,Mizoram,Chanmari,,,,2.5,2,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Sparks,Multi-Metal,General,Pan-India,Showroom,unknown,Aizawl,Mizoram,Mg Road Khatla,,,,4.4,8,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
T B C Store Wholesale And Retail,Multi-Metal,General,Pan-India,Showroom,unknown,Aizawl,Mizoram,Zion Street Dawrpui,,,,5,1,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Zopa Gold Smith,Gold,General,Pan-India,Showroom,unknown,Aizawl,Mizoram,Zodin Main Street,,,,5,2,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Bonafide,Multi-Metal,General,Pan-India,Showroom,unknown,Kohima,Nagaland,National Highway 61 Kohima Lower Agri,,,,4.5,8,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Ishaan Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Kohima,Nagaland,"Nh29 Chumukeidma Chumukedima, Dimapur",,,,4.3,3,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Kk Sunari Shop,Multi-Metal,General,Pan-India,Showroom,unknown,Kohima,Nagaland,Post Office Road Naga Bazar,,,,4.6,5,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Life Style (Sonu),Multi-Metal,General,Pan-India,Showroom,unknown,Kohima,Nagaland,Raju Point Lower Agri,,,,5,1,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
MiachicO jewellery Shop,Multi-Metal,General,Pan-India,Showroom,unknown,Kohima,Nagaland,Kohimamokokchung Road High School Junction,,,,4,4,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Paul Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Kohima,Nagaland,"Railway Colony, Dimapur",,,,3.5,2,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Rj & Sons,Multi-Metal,General,Pan-India,Showroom,unknown,Kohima,Nagaland,C Y Complex Daklane,,,,5,2,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Suman Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Kohima,Nagaland,"Dimapur Bazar, Dimapur",,,,4.9,17,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Tanishq,Gold+Polki,General,Pan-India,Chain,premium,Kohima,Nagaland,"Kohima Road Dimapur Bazar, Dimapur",,,,4.7,2355,High,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
YSR Pearls,Pearl,General,Pan-India,Showroom,unknown,Kohima,Nagaland,"Model Village, Dimapur",,,,4.9,23,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Anil Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Bhubaneswar,Odisha,"N G Acharya Marg Chembur East, Mumbai",,,,4.8,79,Medium,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Anil Silvers,Silver,General,Pan-India,Showroom,unknown,Bhubaneswar,Odisha,"Ghatla Road Chembur East, Mumbai",,,,3.5,2,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Chandukaka Saraf Pvt Ltd,Multi-Metal,General,Pan-India,Showroom,unknown,Bhubaneswar,Odisha,"Vadudev Balwant Phadke Road Panvel, Navi Mumbai",,,,4.8,916,High,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Femina Gold Palace,Gold,General,Pan-India,Showroom,unknown,Bhubaneswar,Odisha,"Shanti Nagar Mira Road East, Thane",,,,4.8,1401,High,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Heritage Jewels,Multi-Metal,General,Pan-India,Showroom,unknown,Bhubaneswar,Odisha,"J P Road Andheri West, Mumbai",,,,4.8,261,High,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Indriya,Multi-Metal,General,Pan-India,Showroom,unknown,Bhubaneswar,Odisha,"Nexus Seawoods Mall, Navi Mumbai",,,,4.8,420,High,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Indriya (R City Mall),Multi-Metal,General,Pan-India,Retail Store,unknown,Bhubaneswar,Odisha,"Lal Bahadur Shastri Marg Ghatkopar West, Mumbai",,,,4.7,652,High,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Kalamandir Jewellers Limited,Multi-Metal,General,Pan-India,Showroom,unknown,Bhubaneswar,Odisha,"Chandavarkar Rd Borivali West, Mumbai",,,,4.8,30492,High,Tue Oct 28 2025 00:00:00 GMT+0530 (India Standard Time)
Manisha Art Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Bhubaneswar,Odisha,"S V Road Borivali West, Mumbai",,,,4.8,759,High,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Vishal Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Bhubaneswar,Odisha,"Bhabola Naka Vasai West, Palghar",,,,3.8,54,Medium,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
916 Kashinath Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Cuttack,Odisha,Nayasadak,,,,4.8,5,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Agarwal Diamond Jewellers,Diamond,General,Pan-India,Showroom,unknown,Cuttack,Odisha,Howrah Motors Chowk Cantonment Road,,,,4.9,74,Medium,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Chandi Bhandar,Silver,General,Pan-India,Showroom,unknown,Cuttack,Odisha,Cantonment Road Buxi Bazaar,,,,4.9,8824,High,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Hemji Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Cuttack,Odisha,Holding No -55 Nayasadak,,,,4.7,100,Medium,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Hemraj Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Cuttack,Odisha,Nayasadak,,,,4.2,121,Medium,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Kgn Jewellery,Multi-Metal,General,Pan-India,Showroom,unknown,Cuttack,Odisha,Mission Road Buxibazar,,,,4.8,55,Medium,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Khimji Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Cuttack,Odisha,Main Road Cantonment,,,,4.8,8593,High,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Shree Collection,Multi-Metal,General,Pan-India,Showroom,unknown,Cuttack,Odisha,In Front Of HDFC ATM Tulsipur,,,,4.7,7,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Swarna Alankar Jewellers,Gold,General,Pan-India,Showroom,unknown,Cuttack,Odisha,High Court Square Cuttack,,,,4.8,37,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Vinayaklal Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Cuttack,Odisha,Nayasadak,,,,4.6,31,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Amar and Sons Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Amritsar,Punjab,Ajnala Road-Raja Sansi,,,,5,7,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Ashish jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Amritsar,Punjab,Sultanwind Road Chowk Tahli Wala,,,,5,8,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Billa Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Amritsar,Punjab,Bazar Bakarwana Atta Mandi,,,,4.9,19,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Gurdeep Singh & Sons Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Amritsar,Punjab,Sarwarpura Chowk Tahli Wala,,,,4.8,116,Medium,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Kimti Lal & Sons,Multi-Metal,General,Pan-India,Showroom,unknown,Amritsar,Punjab,Street No. 6 Chowk Tahli Wala,,,,4.8,17,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
M Kaur Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Amritsar,Punjab,Mall Road Kennedy Avenue,,,,4.7,33,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Piara Singh & Sons,Multi-Metal,General,Pan-India,Showroom,unknown,Amritsar,Punjab,Sultanwind Road,,,,4.8,73,Medium,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Raj Kumar & Sons Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Amritsar,Punjab,Shop 3 Main Katra Ahluwalia,,,,4.2,27,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Shri Guru Ram Dass Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Amritsar,Punjab,Chowk Tahli Wala,,,,4.6,17,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Shri Sahib Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Amritsar,Punjab,Guru Bazar Amritsar Colony,,,,4.8,33,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Bhatia & Company Nagan Wale,Multi-Metal,General,Pan-India,Showroom,unknown,Jalandhar,Punjab,Sarafan Bazar Jalandhar City,,,,4.5,13,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Chaman Lal Subhash Chander Jewellers Legacy Pvt Ltd,Multi-Metal,General,Pan-India,Showroom,unknown,Jalandhar,Punjab,"MANDI ROAD Nurmahal, Nurmahal",,,,4.7,74,Medium,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Devki Nandan Meharchand Sekhri Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Jalandhar,Punjab,Bartan Bazar Chowk Sudan Attari,,,,4.4,113,Medium,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Gems INDIA,Multi-Metal,General,Pan-India,Showroom,unknown,Jalandhar,Punjab,Near HDFC Bank Jalandhar City,,,,4.8,23,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Kanda Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Jalandhar,Punjab,Cantt Road Jalandhar,,,,4.3,51,Medium,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Palak Traders,Multi-Metal,General,Pan-India,Showroom,unknown,Jalandhar,Punjab,Atari Bazaar Lal Jalandhar City,,,,4,16,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
RS Gold Byers - Sell Your Gold For Cash,Gold,General,Pan-India,Showroom,unknown,Jalandhar,Punjab,Model Town,,,,4.9,116,Medium,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Satnam Gems & Jewellery,Multi-Metal,General,Pan-India,Showroom,unknown,Jalandhar,Punjab,Sheikhan Bazar,,,,4.4,54,Medium,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Shree Ganpati Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Jalandhar,Punjab,G.t Road Jalandhar,,,,4.4,61,Medium,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Varun Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Jalandhar,Punjab,Model Town Road Jyothi Chowk,,,,5,74,Medium,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Canady Jewellers (Rummi Wale),Multi-Metal,General,Pan-India,Showroom,unknown,Ludhiana,Punjab,"Bazar Missrepura Jagraon, Jagraon",,,,4.8,8,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Gupta Art Jewellery,Multi-Metal,General,Pan-India,Showroom,unknown,Ludhiana,Punjab,Near Bus Stand Jawahar Nagar,,,,4.7,13,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Jain Silver Creations Or Momentz,Silver,General,Pan-India,Showroom,unknown,Ludhiana,Punjab,College Road Fountain Chowk,,,,3.9,32,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Mona Traderss,Multi-Metal,General,Pan-India,Showroom,unknown,Ludhiana,Punjab,Mini Gurmandi Chaura Bazar,,,,4.4,53,Medium,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Panjaab Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Ludhiana,Punjab,Pakhowal Road Jodhan,,,,4.9,11,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Pink City Handicraft,Multi-Metal,General,Pan-India,Showroom,unknown,Ludhiana,Punjab,Ghumar Mandi,,,,4.4,70,Medium,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Raghbir Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Ludhiana,Punjab,St No 4 Janta Nagar,,,,5,2,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
V P Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Ludhiana,Punjab,Kohara Road Sanehwal,,,,5,8,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
VIRK Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Ludhiana,Punjab,Raikot Road Mullanpur,,,,4.1,16,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
WAZIR JEWELLERS,Multi-Metal,General,Pan-India,Showroom,unknown,Ludhiana,Punjab,Gill Road Dashmesh Nagar,,,,4.4,17,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Balaji Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Jaipur,Rajasthan,Chitrakoot Marg Scheme,,,,4.6,153,Medium,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Daulatram Churuwala And Sons (DRS),Multi-Metal,General,Pan-India,Showroom,unknown,Jaipur,Rajasthan,Jhalaniyo Ka Rasta Chandpole Bazar,,,,5,10,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Indriya,Multi-Metal,General,Pan-India,Showroom,unknown,Jaipur,Rajasthan,Amrapali Marg Vaishali Nagar,,,,4.8,420,High,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
JKJ & Sons Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Jaipur,Rajasthan,BO Amrpali Marg Tonk Road,,,,4.7,1186,High,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
JKJ Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Jaipur,Rajasthan,Madhyam Marg Mansarovar,,,,4.5,737,High,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Jmj Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Jaipur,Rajasthan,11/5 Mansarovar,,,,4.8,210,High,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Khandelwal Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Jaipur,Rajasthan,Gopal Ji Ka Rasta Johri Bazar,,,,4.2,37,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Orissa Jewels,Multi-Metal,General,Pan-India,Showroom,unknown,Jaipur,Rajasthan,Post Box No. 211 Kishanpole Bazar,,,,3.3,3,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Psj Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Jaipur,Rajasthan,Mangal Nagar Road Sirsi,,,,4.5,212,High,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Psj Jewellers Jaipur,Multi-Metal,General,Pan-India,Showroom,unknown,Jaipur,Rajasthan,Goutam Marg /Hanuman Nagar Vaishali,,,,4.4,190,Medium,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Hari Jwellers,Multi-Metal,General,Pan-India,Showroom,unknown,Jodhpur,Rajasthan,Chopasni Ganv Gopal Bari,,,,5,1,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Kawaakari Silver Jewellery,Silver,General,Pan-India,Showroom,unknown,Jodhpur,Rajasthan,105Ajeet Colony Ratanada,,,,5,1,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Ladli Imitation,Multi-Metal,General,Pan-India,Showroom,unknown,Jodhpur,Rajasthan,Opposite Jindalsons Sardarpura,,,,3.9,60,Medium,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Mahalaxmi Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Jodhpur,Rajasthan,Laxmi Nagar Paotha C Road,,,,4.8,28,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Pure Gold Jodhpur,Gold,General,Pan-India,Showroom,unknown,Jodhpur,Rajasthan,Shastri Nagar,,,,4.5,226,High,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Radha Rani Artificial Jewellery,Multi-Metal,General,Pan-India,Showroom,unknown,Jodhpur,Rajasthan,Sangaria Road,,,,3.5,2,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Shivaji Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Jodhpur,Rajasthan,Sector 4 Kudi Bhagtasni Housing Board,,,,3.4,25,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Shree Dwareka Dheesh Jewellerys,Multi-Metal,General,Pan-India,Showroom,unknown,Jodhpur,Rajasthan,Main Salawas Road Sangaria,,,,5,1,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Shree Kana Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Jodhpur,Rajasthan,Guda Road Jhalamand,,,,4.9,12,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Vardhaman Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Jodhpur,Rajasthan,B Road Sardarpura,,,,4.7,86,Medium,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Alankar Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Udaipur,Rajasthan,"Court Circle Udaipur Ho, Udaipur-Rajasthan",,,,4.3,6,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Ambesh Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Udaipur,Rajasthan,"Jagdish Chock Udaipur Surajpole, Udaipur-Rajasthan",,,,5,12,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Auric Jewels,Multi-Metal,General,Pan-India,Showroom,unknown,Udaipur,Rajasthan,"Panchwati, Udaipur-Rajasthan",,,,4.9,147,Medium,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
K T School Uniform,Multi-Metal,General,Pan-India,Showroom,unknown,Udaipur,Rajasthan,"Main Road Hiran Magri, Udaipur-Rajasthan",,,,3.6,76,Medium,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Pristine Jewels,Multi-Metal,General,Pan-India,Showroom,unknown,Udaipur,Rajasthan,"Hiren Magri Sector 4 Udaipur, Udaipur-Rajasthan",,,,4.9,13,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
RR Gems & Jewels,Multi-Metal,General,Pan-India,Showroom,unknown,Udaipur,Rajasthan,"Clock Tower Road Udaipur Surajpole, Udaipur-rajasthan",,,,4.8,140,Medium,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
RoopShree Art Jewellery,Multi-Metal,General,Pan-India,Showroom,unknown,Udaipur,Rajasthan,"Sindhi Bazar Udaipur Surajpole, Udaipur-Rajasthan",,,,4.4,48,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Rp Gold 1gm,Gold,General,Pan-India,Showroom,unknown,Udaipur,Rajasthan,"Chanakya Puri Udaipur Sector 4, Udaipur-Rajasthan",,,,5,4,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Shree R B Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Udaipur,Rajasthan,"Haridas Ji Ki Magri Udaipur Surajpole, Udaipur-Rajasthan",,,,4.4,6,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Sunder Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Udaipur,Rajasthan,"Bhatt Ji Ki Badi Udaipur Surajpole, Udaipur-Rajasthan",,,,4.6,24,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Chakravarti Verma Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Gangtok,Sikkim,Tibet Road Vishal Gaon,,,,5,9,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Pieces Of Me,Multi-Metal,General,Pan-India,Showroom,unknown,Gangtok,Sikkim,Vishal Gaon,,,,4.7,8,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Pristine,Multi-Metal,General,Pan-India,Showroom,unknown,Gangtok,Sikkim,MG Marg Vishal Gaon,,,,3.8,221,High,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Ram Chandra Pradeep Kumar Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Gangtok,Sikkim,Gangtok Bazar,,,,4.2,247,High,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Ramchandra Rajkumar Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Gangtok,Sikkim,Ranipool,,,,4.6,11,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Senco Gold & Diamonds,Gold+Diamond,General,Pan-India,Showroom,unknown,Gangtok,Sikkim,Mahatma Gandhi Marg Arithang,,,,4.8,1134,High,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Shakya Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Gangtok,Sikkim,Marg Vishal Gaon,,,,3.6,14,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Shree Ganapati Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Gangtok,Sikkim,Lall Bazaar Vishal Gaon,,,,4.8,10,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Z & C Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Gangtok,Sikkim,M G Marg Gangtok Bazar,,,,4.4,82,Medium,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Dev Silver & Gold,Gold+Silver,General,Pan-India,Showroom,unknown,Chennai,TamilNadu,Dev Square Sowcarpet,,,,5,1114,High,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Goutham Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Chennai,TamilNadu,Jeenis Road Saidapet,,,,4.8,507,High,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
